"公司名称","职位名称","职位分类","职位类别","工作地区","岗位职责","任职资格","专业","学历","工作经验","语言要求","语言等级","月薪","邮编","最近更新日期"
"10900000-0000-0000-0000-000000012765","Quality Control Manager","质量管理/测试经理(QA/QC经理)","正式","高新区","1. Create quality plans with control points for adequate point of inspection operations and issuing appropriate documentation for inspections and testing.  Monitor receiving inspection procedures and requirements as well as material storage and traceability. 
2. Supervise and/or conduct inspections at established inspection points. Verify and maintain quality control records. Recruit, train, and support quality personnel to assure effective and competent performance of quality functions and the quality program. 
3. Participates in the review of design, manufacturing, purchasing, and test documentation to assure conformance to quality control standards.  This can include the review of drawings, calculations, specification sheets, testing and inspection standards, vendor inspections and customer contract specifications.  Monitor engineering change notices and related document change control.  Make recommendations regarding facilities, equipment, personnel, procedures, and systems to carry out quality control functions.
4. Additional responsibilities include: Testing and certification of welders in accordance with relevant pressure vessel Codes and regulations.  Review and interpret NDE and test results. Review NDE procedures and personnel qualifications.  Preparation of reports and quality certificates for pressure vessels qualified.   ","1. Experience in welding, inspection and NDE is a plus. Knowledge of pressure vessel regulations, such as TSG R004, GB 150, GB 151, the ASME Code, Section VIII, Division 1, and other international standards is also required.
2. A Mechanical Engineering degree is required.
3. A solid background with extensive knowledge of the pressure vessel codes and regulations as it relates to metal fabrications and welding. 
4. Familiarity with dimensional inspections and interpreting drawings is absolutely necessary.
5. Good communication skills in English and the ability to work well with people are essential.  
6. Good leadership skills are beneficial.
7. Basic computer skills and proficiency in writing of quality related documents, reports and procedures. ","机械类","本科","五年以上","英语","熟练","8500","214028","27/5/2015 14:15:53.597"
"10900000-0000-0000-0000-000000001833","质量主管(新区）","质量管理/测试主管(QA/QC主管)","正式","高新区","1.指导检验员进行生产工段的质量检查，并做好检验记录
2.指导检验员进行产品出货检查，并做好出货检验记录
3.处理日常检验过程中的品质问题，立即向质量经理直接报告量产过程中较严重的品质控制问题
4.分析并总结生产过程中的质量问题，向质量经理报告每周品质控制状况及月度质量报告
5. ISO内审及外部审核的参与
6.生产部员工及QC人员的品质相关事宜的培训
7.投诉的内部追溯性跟踪处理
8.跟进SAP 系统中的QA posting
9.检验记录的储存及管理
10.配对物管理
11.QC 区域的5S 维护
12.经理安排的其他工作
","1.本科及以上，高分子材料、机械专业优先；
2.至少有5年的相关工作经验，塑料行业、汽车行业经验者优先；
3.英语口语、书写熟练；
4.熟悉Windows, Office软件,SAP 经验者优先；
5.工作积极主动，关注细节，较强的沟通技能，良好的质量意识，良好的分析问题和解决问题能力。

","材料类","本科","五年以上","英语","熟练","8000","214028","30/9/2015 15:34:41.4"
"10900000-0000-0000-0000-000000000307","SQE Manager","质量管理/测试经理(QA/QC经理)","正式","高新区","Job Description:

Responsible for SQE and IQA function in site QM department as a functional head. 
Overall:
1. Leading SQE and IQA group towards high performance at quality and productivity.
2. Develop people at their own area.
3. Management system to fulfill TS16949 and ESH (ISO14001, OHSAS18001) and security requirement, continuous improvement.
4. Other tasks assigned by manager.
SQE:
1. Drive supplier chain management covering new supplier qualification, supplier evaluation, improvement and phase out.
2. Handling supplier material related issues, driving problem solving through cross functional coordination and follow up supplier actions.
3. Manage supplier visit, audit, regular management meeting.
4. Manage supplier relevant changes.
IQA:
1. Lead IQA group to perform incoming inspection, arrange and manage task to fulfill incoming demands with agreed cycle time.
2. Provide training to IQA staff .
3. Discuss IQA relevant engineering topics with operation or SQE for any new request/ demand.
4. IQA equipment management covering buy off, maintenance, trouble shooting, calibration and MSA.
","Job Requirement:

1. Major in Mechatronics or Industrial Automation or electronics with bachelor degree and above.
2. Min. 5 years supplier quality and IQA management experience.
3. Fluent oral and written English.
4. Good knowledge in TS16949 and quality tools application (SPC, FMEA, MSA, 8D etc).
5. Good logical thinking  and analytic problem solving skill.
6. Team player.
7. Knowledge in semiconductor backend industry.
","电子信息类","本科","五年以上","英语","熟练","9000","214028","29/6/2015 10:46:41.287"
"10900000-0000-0000-0000-000000000307","Sr. / QM Manager (Chipcard)","质量管理/测试经理(QA/QC经理)","正式","高新区","1) Lead a team of quality manager, engineers and operators
2) Oversee managements of supplier, in-process and customer qualities
3) Responsible for yearly policy deployments for quality improvements to meet or exceed a set of quality KPI
4) Roll out yearly quality key focus initiatives with cross-functional teams
5) Work closely with Operation and Engineering teams to fulfill cross-functional KPI; for example Yield, Cost, Speed
6) Manage critical issues; Fast Reaction Team, Task Force and Focus Team to ensure timely and calculated risk assessments and recovery plans
7) Ensure systemic/management root causes and lessons learnt from critical issues are addressed to avoid recurrence
8) Lead customers as well as 3rd parties audits e.g. TS16949 and visits
9) Implement, revamp and oversee important quality systematic; for example change control management, document control
10) Work closely with Segment and Cluster Quality Management to ensure harmonization of key quality initiatives of Infineon 
11) People development; for example regular coaching, competency enhancement for the team
","1) Bachelor degree in Engineering (Preferably in Mechanical, Material, Electronics, Chemical, Automation)   
2) Minimum 8 years working experience in quality management (preferably in semiconductor field)
3) Experienced in quality improvement related project management
4) Good knowledge in Quality Management, competent in FMEA, Control Plan, Work Instruction (WI)/Standard Operating Procedure (SOP), Statistical Process Control (SPC), Quality Assurance (QA), abnormality management processes (MRB, 8D) and change control management
5) Professional leadership of team including planning team’s development
6) Able to communicate effectively and constructively both locally and internationally.
7) Possess strong problem solving and analytical skills
8) Proficient in both spoken and written English
9) Ability to perform under stress and in situation conflicting working environments
","材料类","本科","八年以上","英语","熟练","8000","214028","22/8/2014 14:01:04.953"
"10900000-0000-0000-0000-000000021765","QA Manager （质量经理）","质量管理/测试经理(QA/QC经理)","正式","高新区","1. Work with R&D and Engineering to define company and product standards and specification. 与研发和工程一起对于公司和产品标准和规格作出定义；
2. Coordinate with outside professional institutions to obtain and update needed trade or product qualification. 与外部专业机构协作获得和更新所需的产品或行业资格。
3. Be responsible for set up an efficient quality control process, incoming inspection and outgoing inspection process for product manufacturing.负责建立有效的产品质量控制流程以及来料检验和发货检验流程；
4. Be ensure the tool and guage which used in production line is qualify; 负责产线使用的计量器具是合格的；
5. To work with Sourcing dept. for supplier evaluation, supplier quality management.和采购部一起负责供应商评估和质量管理； 
6. To review the non-conformance, and arrange analyzes failures, and leading corrective action taken or improvement. 评审不合格品，组织分析失效和采取纠正措施；
7. Act as a leading role in the liaison between manufacturing and customers/suppliers regarding non-conformance to standards and specifications. 负责就质量问题与外部顾客或供应商的联系；
8. Handle customer complain and claim to supplier.处理客户投诉和供应商索赔；
9. Lead Customer Visit and MCC 主导客户拜访和MCC；
","1. Requires a bachelor degree in an Engineering related field, preferably in Mechanical Engineering工程类背景本科，机械工程更佳；
2. Deeply understanding ISO 9001 system standard.对质量管理体系有较深的理解；
3. Has at least 5 years work experiences for quality management in manufacturing enterprises, small batch production experience is preferable.至少有5年的制造型企业质量管理经验，小批量生产经验更佳；
4. Good communications and interpersonal skills are essential.良好的沟通和人际交往能力；
5. Can strong to implement, follow up, and push action; 能强有力的去执行，追踪及推行措施；
6. Good English speaking, writing .较好的英语口语和书写；
7. Can work under high pressure较强的抗压能力；
8. Good teamwork and people management skill 良好的团队精神和人员管理能力；
","机械类","本科","五年以上","英语","良好","15000","214028","4/12/2014 08:53:24.933"
"10900000-0000-0000-0000-000000089895","Quality & Environmental Manager","质量管理/测试经理(QA/QC经理)","正式","高新区","As Quality Manager you will be responsible of our overall management in our development to Quality excellence. Customer satisfaction is the top priority within the KB Components group. KBC Wuxi plans for certification to ISOTS 16949 & ISO14001 within 2016.

-	Project work within the frames for APQP.
-	PPAP work.
-	Continuos improvements in existing processes.
-	Customer & supplier complaint / improvement handling.
-	Development of our Quality & Environmental management system.
-	Maintain & develop legal requirements.
-	Develop inspection & process control.
-	Training / education of our employees in quality methods and customer requirements.
-	Responsibility for settlement and reaching targets within the frames for our global KPI reporting.
","We are looking for an ambitious person with high social skills and experience of quality & environmental management. 

-	Automotive experience.
-	Technical education  .
-	Fluent in English, speaking as well as writing.
-	Natural leader skills.
-	Quality tools as FMEA, MSA, SPC (APQP core tools).
-	Internal & external audits.
-	A mindset which fits in a global company with international business.
","管理科学与工程类","本科","八年以上","英语","熟练","18000",,"21/1/2016 12:22:48.653"
"10900000-0000-0000-0000-000000000017","购买专员","其他[生产/营运类]","正式","高新区","购买BU担当：机种展开；部材发注；在库管理等；","本科学历；男女不限；机械电子专业，2年以上购买相关工作经验，懂日语者优先；
注意：
1、如通过E-mail投递简历，正文内容请以文本方式发送，并请务必在标题中注明：“应聘职位+薪水要求”
2、请勿通过网站投递简历，请直接将简历投递至fan.yang@cn.alps.com；
3、我们会在收到简历后的30天内，电话通知符合要求的应聘者前来公司参加面试.简历请妥善保管，企业不承担任何保管和归还责任；
参加面试须携带：
1.本人身份证、毕业证书（学位证书）、个人简历及相关职业资格等证书的原件和复印件；
2.本人近期一寸免冠彩色照片1张；
3.黑色水笔1支、
交通方式：
公交36、35大、31、93、756、767、107、788-1路至阿尔卑斯站下。","机械类","本科","两年以上","日语","一般","3750","214028","26/7/2013 15:30:55.187"
"10900000-0000-0000-0000-000000000017","购买专员","其他[生产/营运类]","正式","高新区","购买BU担当：机种展开；部材发注；在库管理等；","本科学历；男女不限；机械电子专业，2年以上购买相关工作经验，懂日语者优先；
注意：
1、如通过E-mail投递简历，正文内容请以文本方式发送，并请务必在标题中注明：“应聘职位+薪水要求”
2、请勿通过网站投递简历，请直接将简历投递至fan.yang@cn.alps.com；
3、我们会在收到简历后的30天内，电话通知符合要求的应聘者前来公司参加面试.简历请妥善保管，企业不承担任何保管和归还责任；
参加面试须携带：
1.本人身份证、毕业证书（学位证书）、个人简历及相关职业资格等证书的原件和复印件；
2.本人近期一寸免冠彩色照片1张；
3.黑色水笔1支、
交通方式：
公交36、35大、31、93、756、767、107、788-1路至阿尔卑斯站下。","机械类","本科","两年以上","日语","一般","3750","214028","3/6/2013 10:05:56.207"
"10900000-0000-0000-0000-000000085226","质量经理","质量管理/测试经理(QA/QC经理)","正式","高新区","纺织类专业毕业或至少8年纺织品行业经验，纺织品面料行业优先，至少3年的质量主管/经理的经验，精通ISO9001及ISO14001体系，英语听说读写流利，汇报对象：中国区运营总监（比利时人）；",,"轻工纺织食品类","本科","八年以上","英语","熟练","14999",,"12/6/2017 15:16:54.017"
"10900000-0000-0000-0000-000000019469","质量管理/测试经理(QA/QC经理)","质量管理/测试经理(QA/QC经理)","正式","高新区","负责生产现场质量管理方案的制定和实施情况的检查、负责组织重要客户审核、投诉回复及处理、质量培训。
1．负责质量活动策划，提高员工质量意识。
2．负责组织重要客户审核，并跟踪和组织整改审核发现项。
3．负责组织年度内审，并跟踪和组织整改内审发现项。
4．负责组织讨论不合格品的处理方案。
5．负责成品放行确认。","任职资格：
教育水平	本科及以上
专业	理工科专业背景，食品、化工类行业有3年以上QA工作经验者优先。
经验	有三年以上的食品质量管理经验（熟悉ISO9001,ISO22000） , 了解食品的法律法规。
知识	熟悉ISO9000/ISO22000质量安全管理标准，以及GMP, HACCP；
具有比较丰富的品质管理知识和经验；
技能技巧	掌握WORD，EXCEL等办公软件，熟悉电脑操作。具有较强的英语沟通能力。
个人素质	具备较强的现场管理、统筹协调能力。
其它：
使用工具设备	计算机、一般办公设备（电话、打印机、Internet/Intranet网络）
工作环境	办公室、生产车间、仓库、实验室，偶尔出差。
工作时间特征	正常工作时间，偶尔需要加班。","轻工纺织食品类","本科","八年以上","英语","熟练","8000","214142","14/11/2017 09:29:46.947"
"10900000-0000-0000-0000-000000014372","质量区域经理","质量管理/测试经理(QA/QC经理)","正式","高新区","1.负责质量部的日常管理工作并持续改善质量问题，负责建立、审核、执行质量标准；
2.负责与内外部客户沟通及服务工作，及时处理生产品质异常问题和客户投诉，维持高水平的客户满意度；
3.管理质量工程师团队并进行培训指导及工作安排，保证高质量工作标准；
4.监督指导质量体系问题，协调和直接实施新标准付诸实践；
5.负责对供应商产品的质量进行审核督促，保证产品达到生产要求；
6.完成上级领导交待的其它工作内容。
","1.相关工程专业本科以上学历；
2.具有8年以上的机械行业质量管理经验和丰富的质量专业知识；
3.熟悉及熟练运用FMEA/CP，精通质量管理手法及运用流程；
4.具有较强的数据统计技能和良好的内外部沟通能力；
5.具有良好的英语表达能力。
","机械类","本科","八年以上","英语","良好","10000",,"16/3/2018 14:50:42.707"
"10900000-0000-0000-0000-000000032314","Quality & HSE Manager","质量管理/测试经理(QA/QC经理)","正式","高新区","1）Managing PolyTech’s quality department.
2）Perform daily hands-on inspection of products, producers and policy’s.
3）On-the-production-floor presence to ensure the continuous product quality.
4）Actively communicating with production department to insure quality and on-time delivery.
5）Participate in updating, organizing and optimizing PolyTech’s Quality System in cooperation with Global Quality.
6）Participate in updating and writing work instruction for production and quality department.
7）Daily updating of product scrap system.
8）Responsible for training QA employees to ensure they are qualified to preform their job-requirements.
9）Promptly and competently diagnosing of any issues with a given products.
10）Handle all internal and external None Conformance Reports, using root cause analyzing and 8D method.
11）Maintaining a good relationship with PolyTech’s customers as well as sub- suppliers.
12）Assist with update, improve and optimize PolyTech’s NCR system in cooperation with Global Quality.
13）Preform Internal Audits.
14）Participate in external Audits (customer and assurance agency).
15）Set-up PolyTech’s HSE system, so PolyTech follows Government laws & regulations as well as ISO requirements.
16）Monitor the changing in laws and regulations related to HSE, and update PolyTech’s HSE system accordingly.
17）Responsible of calibration of special equipment for Quality and Production departments.
18）Maintaining a good relationship with associated Government bureaus (Environment, Labor etc.).
19）Handle the entire waste disposal.
20）Handle the entire industrial scrap disposal.
21）Conduct quarterly safety meetings.
22）Conduct annual safety plan.
23）Provide safety training to all employees.
24）Handle all work-related injury, accident investigation, near miss report, Alert etc.
25）Inforce PolyTech’s safety policy and culture.
26）Responsible for updating PolyTech's environmental book.
27）Responsbile for setting up PolyTech environmental monitor system.
28）Participate with small and large size projects.
29）Manage the QC team to keep the QC area cleaned and organized after finishing the work.
30）Following Office Policy and PolyTech’s 5S standard.
31）Has a sense of urgency.
32）Various tasks as relevant to the operation of the company as directed by Factory Director.
33）Support all other colleagues.

","1) Very good English communication skills, both verbal and written.
2) College or above degree with major in Quality, HSE or equivalent.
3) 5+ years independent working experiences in quality and HSE role within a multinational company.
4) Experience with ISO 9001 system.
5) Experience with NCR system.
6) Experience with HSE system.
7) Experience with Audits.
8) Experience with FMEA.
9) Experience with environmental book.
10) Ability to work independently and be self-motivated.
11) Problem Solve capabilities.
12) Have teamwork spirit and ability to work under the pressure.
13) High sense for urgency, accuracy and detail oriented.
14) Computer proficient: Word, Excel and Power Point.
15) Good time schedule and Time management.
16) Effective and direct communicator.","环境科学与安全类","本科","五年以上","英语","熟练","12000",,"14/9/2016 09:18:46.717"
"10900000-0000-0000-0000-000000009112","品质部长","质量管理/测试经理(QA/QC经理)","正式","高新区","客户投诉及市场不良处理；客户监察对应；新产品导入管理；工程品质管理；TS、3C管控；社内管理及其他事项。","本科以上，汽车零部件公司品质管理相关经验五年以上，日语且英语熟练","机械类","本科","五年以上","英语","熟练","12500","214000","8/7/2016 08:26:44.973"
"10900000-0000-0000-0000-000000086638","QA Engineer 质量工程师","质量管理/测试工程师(QA/QC)","正式","高新区","Responsibilities）
•	To measure the quality performances of the organization, ie. Customers’ Complaints, Returned Materials Authorization (RMA), etc. against set targets.

•	To interface with customers on products’ quality requirements and ensure that quality requirements are follow to ensure customer satisfaction.

•	To prepare necessary documentation required by customers.

•	To establish inspection criteria and set quality standards for both raw materials and finished goods.

•	To call for Materials Review Board (MRB) for non-conforming raw materials and finished goods and follow thorough to disposition.

•	To initiate and follow up on all correction action requests for all stages of production and highlight to management areas of concern.

•	To handle customers’ complaints and verify customer returns and feedback to concerned parties in timely manner

•	To liaise with suppliers on incoming material quality issues.

•	To verify all in house scraps (raw materials, in-process products, finished goods, customer returns, etc.)

•	To work closely with Production and other supporting departments to ensure the production of quality products.
","Qualifications）
1、Education- Degree/Diploma in Quality Management/Science/Engineering 
2、 Experience-Minimum 3 years relevant experience in similar capacity, preferably in 
      QA.
 3、Language – Both Written and spoken in English and Mandarin.
 4、Skill- Com- Possess excellent interpersonal, leadership, analytical and   
      communication skill. Highly motivated and pro-active.
5、Training- Knowledge in SPC, Microsoft Office

","材料类","本科","三年以上","英语","熟练","5000",,"17/6/2016 11:13:51.873"
"10900000-0000-0000-0000-000000000308","注塑质量工程师","质量管理/测试工程师(QA/QC)","正式","高新区","1.全面跟踪监督新产品的试模，试生产和量产的过程，并总结分析各个工程中的品质问题；
2.编制内部新产品的检验规范；
3.对检验员和作业员进行品质知识和意识方面的培训；
4.应用QC七大手法分析制程不良原因并主导各部门切入对策；
5.日常生产注塑机台巡视；
6.处理客户投诉，提供相应的8D分析报告和质量报告并及时回馈制程进行相应改善；
7.设计新品的测量检具；
8.审核注塑供应商的质量管理体系执行情况；
9.协助注塑供应商开发新产品，以及对新产品的认可和小批量试生产的追踪；
10.制作新产品的来料检验指导书并更新老产品的来料检验指导书；
11.处理并解决供应商质量问题，并提供解决方案；
12.熟悉并参与编写PPAP,APQP,FEMA,Control plan文件。","1.本科，机械相关专业，英文熟悉；
2.制造企业3年以上产品在线质量管理经验，有注塑行业经验；
3.熟悉ISO9001质量管理体系，了解ISO9001质量体系在企业的运作方法；
4.了解产品工艺流程；
5.熟悉运用质量管理工具及方法，如QC tools，6sigma等；
6.熟练使用办公软件，认真负责，严谨细致，有较强的分析及解决问题的能力；
7.具备较好的团队及沟通技巧，独立并有一定的抗压能力。","机械类","本科","三年以上","英语","良好","6000","214028","21/8/2015 08:44:34.437"
"10900000-0000-0000-0000-000000000611","Process Quality Engineer","质量管理/测试工程师(QA/QC)","正式","高新区","1. Maintain and improve the system of ISO/TS16949, ISO14001.
2. Responsible for internal and external audit such as third party audit, customer audit, process audit, product audit, Layer process audit.
3. Responsible for internal process improvement and quality problem trouble shooting
4. Deal with customer complaint 
5. Responsible for quality reporting such as monthly report, weekly report for internal defect rate, external PPM
6. Comply with quality requirements from customer/headquarter internally and systematically.
7. Support deployment of the quality tool and best practice, internal quality tool and procedure training
8. Documents controlling.
9. Other tasks assigned by manager.
","1. Bachelor degree majored in Mechanics or Electronics.
2. Minimum 5 years professional experience in automotive quality system.
3. Good experience on Quality System TS16949 and  ISO14000&18000 , familiar with APQP,PPAP,FMEA,SPC,MSA,8D report,5 why 
4. Fluent English and communication skills.
5. Self-motivated and good team player.
","机械类","本科","五年以上","英语","熟练","8000","214112","23/6/2016 09:40:11.597"
"10900000-0000-0000-0000-000000086773","品质工程师（企划课长）","质量管理/测试工程师(QA/QC)","正式","高新区","- 产品品质指标管理
- 社内外品质监察对应。
- 品质会议运营
- 品质系统管理
","- 制造工程品质管理经验
- 偏光片品质管理经验
- 化学/高分子材料相关工学背景
- 无尘室管理经验","化学类","本科","八年以上","英语","良好","9000",,"18/3/2016 14:33:39.463"
"10900000-0000-0000-0000-000000000362","Warehouse Keeper","其他[生产/营运类]","正式","高新区","1. Raw material &semi-FG&FG receiving
-Material check and receiving from supplier
-Unloading airline’s container
-Delivery truck in and out check list
-Semi-FG check and receiving
-Escalation to team leader for unusual situation
-FG return from costumer
-Putaway into correct bin location

2. Raw material dispensing
-Material kitting and dispensing
-Consumable distribution
-Spare parts distribution
-FG Pending for inspection
-Dispensing raw material, and delivery these material to production line correctly.
-In charge of FG picking, ensure timely and accuracy and same time record in system in short period.
-Ethanol and other chemical’s receiving、storage、distribution
-Forklift normal maintenance by daily’s check list","-Bachelor Degree and Major in Logistics or related
-At Least CET4. Good English listening, speaking, reading and writing skills
-Forklift certificate
-Basic Office software: Excel, Word, PPT
-1-2 years experience in warehouse
-Good GMP knowledge","交通运输类","本科","一年以上","英语","良好","2400","214028","12/3/2018 10:16:10.48"
"10900000-0000-0000-0000-000000011133","Project Quality Engineer","质量管理/测试工程师(QA/QC)","正式","高新区"," Main Responsibilities:
- Contribute to the new project development as a quality team member.
- Coordinate between quality function and project platform.
- Responsible for internal process and Full Production Day audit, participate in quality system /procedure audit.
- Study customer test standard and compile new product validation plan/control plan.
- Implement the quality tool and best practice of U-Shin in project development.
- Internal / external quality service and assistance.
- Design, review and qualify the devise/fixture of inspection.
- Responsible for identifying the environment factors for own department and area.
- Responsible for compiling the control plan of environment factors scheme.
","Experience/Education/Qualifications Level and Skills:
- Bachelor degree majored in Mechanical/ Electronic Engineering.
- Minimum 3 years professional experience in relevant position in multinational manufacturing Industry. Automotive industry is preferred.
- 2+ years experience of quality or design (technical) function.
- Master APQP, PPAP, FMEA, SPC, MSA.
- Familiar with ISO9001, ISO/TS16949 system.
- Fluent English both in oral and written.
","机械类","本科","三年以上","英语","熟练","0","214112","5/12/2016 11:37:28.297"
"10900000-0000-0000-0000-000000000171","项目质量工程师助理","质量管理/测试工程师(QA/QC)","正式","高新区","1. 协助项目质量工程师，处理项目相关事宜
2. 组织评审，准备技术相关文件资料
3. 与项目和研发部门密切合作，准备和协助客户评审，以及公司相关资料文件的准备和展示","岗位要求：
1. 必需有从事项目相关经验
2. 有汽车行业工作经历，及项目质量管理经验者优先
3. 英语良好，能使用英语进行日常工作交流及商谈","机械类","本科","一年以上","英语","良好","3500","214028","9/2/2017 13:15:07.147"
"10900000-0000-0000-0000-000000016823","质量管理/测试工程师(QA/QC)","质量管理/测试工程师(QA/QC)","正式","高新区","Responsible for;
•	Internal process quality control leading PQC and OQC is about 5-10 persons.
•	Prepare and update QCP, Inspection WI, identify and control the critical point in process.
•	Provide corresponding training to PQC&OQC.
•	Analysis and solve quality problem detected in process and in customer side until to close in CAPA. 
•	Verify and trace the ECN implementation.
•	Monitor production line is keeping good 5S regulations.
•	Handle all quality complains from customer. 
•	Join in some actions for new project, such as drawing review, quality communications, prepare the PPAP package submitting to customer.
•	Call up quality meetings when abnormal quality occurring. 
•	Monthly report on quality.
•	Other works designated by quality manager.
","Education: 
•	College’s or University degree in Engineering with Mechanical or electrical background
•	Fluent in oral and written English at least passed CET-4

Work Experience:
•	At least 5 years on PQE Multi National Company or foreign company;
•	Have experience on leading small team of 10 persons. 

Knowledge and capabilities:
•	Familiar quality management system ISO9001,14001; ISO13485 and TS16949 is preferred  
•	Abundant quality control knowledge; be familiar on QC 5 tools and 7 method.
•	Good experience on process control and process improvement; Be skilled on QCP, FMEA
•	Experienced in problem investigating and solving ; Be skilled on CAPA, PDCA
•	Strong Negotiator with Leadership skills
•	Good experience on customer complain handling; Be skilled on tools 8D, SCAR, 5 why
•	Good Team Work spirit and good communication ability;
•	High degree of personal integrity and confidence;
","机械类","本科","五年以上","英语","熟练","5000","214142","13/6/2016 11:49:18.533"
"10900000-0000-0000-0000-000000000308","助理质量工程师","质量管理/测试工程师(QA/QC)","正式","高新区","1.制程品质控制能力的分析与品质改良，

2.制定及评审注塑车间耳朵检验规范，

3.过程数据的监控，并对异常数据进行分析并督促相关部门进行改善，

4.生产过程的审核及跟踪，

5.质量投诉的原因调查，分析，与效果追踪确认，

6.对内部试模进行跟踪及评审试模报告，

7.对检验员及操作员的品质知识及品质意识的相关培训，

8.有团队意识，能服从领导安排调配。
","1.专科及以上学历，机械类专业，熟悉注塑诚实过程，并有2年以上的产品在线质量管理工作经验，

2.熟练掌握机械制图，英语良好，

3.熟悉并能运用质量管理工具及方法，如QC tools,6 Sigma等，

4.熟练掌握各检测仪器及检测工具：卡尺、千分尺、高度规、针规、投影仪、CMM等，

5.熟练使用办公软件，有较强的分析及解决问题的能力，工作认真负责，严谨细致，

6.了解产品工艺流程，了解五大手册，

7.具备较好的团队沟通技巧，独立并有一定的抗压能力。
","机械类","本科","两年以上","英语","良好","4500","214028","20/1/2017 10:01:13.013"
"10900000-0000-0000-0000-000000000605","Quality Control Engineer","质量管理/测试工程师(QA/QC)","正式","高新区","1.	Process audit: L20/30/35/40  GPP and IMD  3 times/line/year
2.	Product audit: 1 unit per day
3.	Calibration: AIF production + GPP + QC + facility
4.	Project qualification: GA/ZR(T)/ZH/ZS/ZM/IMD…
5.	ML + ASME certificated: ASME 20 coolers/year, ML 30 coolers/month
6.	Other inspection by third party: CE/UL/ISO/internal audit/external audit
7.	CKD failure handling
8.	TCM topic: Actions effectiveness follow up and confirm
9.	Issues follow up: Outgoing inspection findings, In-process quality control(QCP), process audit findings…
10.	Other quality statistics and report
","1.At least 3 years work experience on production or quality management.
2. Bachelor degree or above, major in Mechanical/Electrical or related.
3. Compressor experience will be plus.
4. Project management experience will be plus. 
","机械类","本科","三年以上","英语","良好","6000","214028","26/7/2016 08:51:50.767"
"10900000-0000-0000-0000-000000016643","质量工程师","质量管理/测试工程师(QA/QC)","正式","高新区","1.	Work with combined engineering team, work out project quality plan, including control plan, ITP, etc…
2.	Lead quality technician; drive and improve in-coming material inspection and in-process quality control.
3.	Coordinate with internal team as well as supplier for customer issue solving, including root cause investigation, prompt and workable action implementation.
4.	Ability to interact with internal, external function team and customers, including third parties, coordinate for Factory Acceptance Test.
5.	Coach and develop quality technician, deliver necessary train to line operators.
6.	Quality system implementation;
7.	Conduct project close meeting internally with cross function team, drive continuous improvement on process and vendor quality.
8.	Other tasks assigned by Manager. 
","1.	With four-year bachelor's degree in a technical discipline (preferably mechanical engineering) With a minimum five years of manufacturing or project quality experience 
2.	Fluency in English and Chinese (Spoken & Written). 
3.	Strong interpersonal skills to effectively communicate and interact with customers and suppliers on a technical level. 
4.	Work well in a fast paced environment. 
5.	Work well in a global and cross functional team environment 
6.	Effectively direct and assist all personnel involved with special projects. 
7.	Knowledge and understanding of ISO 9001:2000 Quality Management System
8.	Able to work under high pressure and time limitation.

","机械类","本科","五年以上","英语","熟练","9000","214028","12/10/2015 10:43:19.297"
"10900000-0000-0000-0000-000000000308","助理质量工程师","质量管理/测试工程师(QA/QC)","正式","高新区","1.制程品质控制能力的分析与品质改良；
2.编制及更新产品的检验规范；
3.过程数据的监控，并对异常数据进行分析并督促相关部门进行改善;
4.对于日常注塑机台的巡视，品质检验记录及样品、设备的维护；
5.质量投诉问题的原因调查、分析与效果追踪确认;
6.内部试模的参与及计划的制定，并对样品进行判定及追踪；
7.对检验员及操作员的品质知识及品质意识的相关培训；
8.有团队一是，能服从领导安排分配。","1.本科学历，机械类专业，熟悉机械制图，较好的识图能力；
2.有较好的学习及思维逻辑能力，认真有责任心;
3.英语4级或以上，有一定读写能力;
4.熟练使用办公软件，具团队协作，沟通及抗压能力。
","机械类","本科","应届毕业生","英语","良好","4000","214028","27/8/2015 13:28:39.517"
"10900000-0000-0000-0000-000000033061","Product Quality Engineer/产品质量工程师","质量管理/测试工程师(QA/QC)","正式","高新区","Responsibilities:

-Ownership of product quality for assigned product family.

-Factory quality performance management including spec, criteria definition.

-Ensure New Product Introductions meet quality & reliability requirements through phase exit reviews.

-Perform data analysis to detect subtle trends and identify root causes to drive continuous improvement activities and increase Customer Satisfaction.

-Cooperate with team to drive quality issues disposition and support RMA through a fault isolation, root cause, and corrective action process.

-Be the voice of Customer and champion Quality in a dynamic environment.

-Constantly look for and identify systemic process improvements.

-Training & Education: delivery training / support certificate to inspection & operation team to secure satisfying build-in quality.



","Requirements:

-BS degree or above, optical or electronic engineering background are appreciated. 

-3+ years of experience in optical communication or electronic manufacturing industry.

-Skill in FMEA/QC7/SPC/DOE etc is plus.

-Be familiar with failure mode on optical or electronic component.

-Expert of optical module and PCBA quality control.

-Skill in statistical data analysis, JMP Minitab software skill is appreciated.

-Be familiar with supplier quality control can keep a good cooperation with SDE.

-Good written skills to document results with diligence and high level of data integrity.

-Good verbal communication skills to ensure effective interface with R&D engineers within the Shanghai organization as well as collaborate with product quality engineers in other Finisar sites.

-Self-directed and disciplined to work with little supervision and able to take initiative to resolve issues directly with engineers.
","电子信息类","本科","三年以上","英语","熟练","7000",,"27/7/2015 16:23:55.517"
