"序列号","注册资本万","设立日期","企业类型","行业类别","经营范围","注册地址","企业状态","注册币种"
"b40d5edb519c453be0fd","30","2016-11-14","个人独资","专业技术服务业","环境保护监测，生态监测，环境工程专业设计服务，水资源管理，水污染治理，大气污染治理，固体废物治理，危险废物治理，其它污染治理，环境保护与治理咨询服务，环境评估服务，企业管理培训服务，统计调查服务，公共设施管理咨询服务，其他专业咨询服务，环境科学技术研究服务。","无锡市新吴区和风路19号",,"人民币"
"a8ecf3519feff226a1a4","30","2017-05-04","公司","其他化工产品批发","化工原材料及产品（不含危险化学品）、金属材料、塑料制品、包装材料的销售：自营和代理各类商品和技术的进出口（国家限定公司经营或者禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新吴区金城东路333号105室",,"人民币"
"a083c2696642a842501b","3","2013-12-19","事业单位","技能培训、教育辅助及其他教育","开展社会公益事业课题研究、实践探索、培训、交流与合作等","无锡市新区行创四路111号民生大厦1405","在业","人民币"
"2fe8b81951e1c4d62850","3","1992-5-1","企业法人","行业性团体","开展计算机通信软件的研究 开发 咨询 组织技术交流 举办学术活动 讲座 培训","震泽路18号无锡软件园双子座B栋1501室",,"人民币"
"974cf78a0b685fe5b0cd","3","1990-11-01",,,"加强调查研究，提供信息服务，维护会员权益，加强行业自律，提供咨询服务，开展会员培训","无锡市新吴区菱湖大道111号无锡软件园天鹅座C栋303-1室",,"人民币"
"0939150b40eb10987ab5","3","2015-11-05",,,"组合交流合作 建设服务平台 举办各类活动 为政府提供建言献策","无锡菱湖大道200号中国传感网国际创新园C区",,"人民币"
"d39b2a3928871acb7e28","3","2009-04-07","个体工商户",,"理论研究、业务指导、组织交流、举办表演、开展训练、提供服务","长江路151号",,"人民币"
"9104036eaa91798a3218","3","2009-05-25","null",,"制定规划 组织比赛 开展培训宣传普及 咨询服务 交流合作","无锡市新吴区科研北路天鹅座D栋1602",,"人民币"
"8d941c73bedc7ea575d2","3","2014-02-28","企业法人","社会团体","研究咨询、宣传展览、培训交流","无锡新吴区菱湖大道139号",,"人民币"
"5bed132e7f648dd2a341","3","2010-11-26","企业法人","信息传输、软件和信息技术服务业","交流合作、成果展示、专题研讨、技术服务、行业自律、协调维权","震泽路18号",,"人民币"
"698ea5318cb98165780a","3","2016-10-08","企业法人","企业管理服务","组织交流合作 反映诉求建议 提供相关服务 维护会员权益 建立信息平台 编辑会刊资料","震泽路18号无锡（国家）软件园水平座307室",,"人民币"
"0467baa2d56b6cc7b4d8","3","2017-08-21",,,"开展行业交流、线下联谊活动，信息化需求项目承接、项目分包业务；开展职业技能竞赛，职业资格考试培训等专业技术领域的行业内交流活动。","无锡市新吴区国家软件园双子B座502室",,"人民币"
"55b2af310ad5943a92e2","3","2016-1-21","公司","商务服务业","企业管理咨询服务；教育信息咨询；法律信息咨询；企业形象策划；市场营销策划；会务服务；商务信息咨询；翻译服务。","无锡新区旺庄路158-1807","在业","人民币"
"b6177614acf850c0e75f","3","2017-06-28","公司","研究和试验发展","计算机软、硬件的设计、技术开发、销售、技术咨询、技术服务；培训服务（不含发证，不含国家统一认可的职业证书类培训）；数据存储和处理服务；计算机技术服务；计算机硬件的研发、销售；玩具设计、开发、销售；电子产品、动漫及衍生产品设计服务；电信增值业务；网络信息咨询服务；自营和代理各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新吴区菱湖大道111号无锡软件园天鹅座D栋301","在业","人民币"
"9702f1f57ad585b5b8f3","2990","2001-05-25","外商投资企业","计算机、通信和其他电子设备制造业","研发、制作多功能数字、数据宽带通信系统设备，数字、数据通信系统支持管理软件，广域网络(WAN)、局域网络（LAN）无线局域网络（WLAN）及整合服务数字网络（ISDN）系统设备与零组件，并提供技术咨询及技术服务和维修服务；上述商品的批发、进出口（以上商品进出口不涉及国营贸易、进出口配额招标、出口许可证等专项管理的商品）。","无锡市新吴区岷山路1-1号","在业","人民币"
"19a1b45c3683253568d3","2975","2005-01-05","外商投资企业","金属制品业","研发、生产五金件、特种密封材料；开发资源再生及综合利用技术；生产可再生废物粉碎分离机及其零部件；上述商品的批发、佣金代理（拍卖除外），自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品及技术除外，不含国家禁止、限制类项目）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡国家高新技术产业开发区83-C号地块5号标准厂房","在业","人民币"
"978291ae493bfa08fdef","2941.18","2000-01-18","公司","通用设备制造业","纺织专用设备及配件、压缩机及零配件、金属制品、环境保护专用设备的生产、销售；五金产品、电气机械及器材、纺织品、化工产品及原料（不含危险化学品）的销售；普通道路货物运输；金属切削；自营和代理各类商品和技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市南丰工业配套园B区A12-13号","在业","人民币"
"13f332a622f5e2c0c037","2941.1765","2015-12-25","外商投资企业","研究和试验发展","电子产品、半导体、新能源材料、纳米技术镀膜专用设备的研发、设计、生产、技术服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新区行创四路7号","在业","人民币"
"9701339b864da50f3633","2927.5","1994-12-14","外商投资企业","家用电力器具制造","生产洗衣机.洗衣烘干机.烘干机.洗碗机和以组合灶具、组合灶头、消毒柜、抽油烟机为主的厨具电器以及其零部件和配件。从事上述产品及原状塑料的批发、佣金代理（拍卖除外）和进出口业务（以上商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理的商品）；从事上述产品相关机器设备、工具、模具和租赁业务（经营租赁期限30年）。（以上项目不含国家禁止、限制项目，如需许可证凭有效许可证明经营）。","无锡新区旺庄路3号","在业","美元"
"267db96c2437fd399db3","2881.5","2010-05-21","公司","医疗仪器设备及器械制造","二类6854手术室、急救室、诊疗室设备及器具的生产；自营和代理各类商品和技术的进出口（但国家限定公司经营或禁止进出口的商品及技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新吴区菱湖大道97-1号兴业楼D栋101","在业","人民币"
"c33a3c4f9e4d1adb4f46","287537","2015-03-12","null",,"培养高等学历人才，促进科技文化发展，服务国家特殊需求博士研究生人才培养","江苏省南京市栖霞区文苑路3号",,"人民币"
"3d64b50a5d4bdda47e84","286.03461","1993-03-22","公司","纺织、服装和皮革加工专用设备制造","纺织器材、纺织机械专用辅机的生产销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市城南路35号","在业","人民币"
"5450174efa8484f36189","286","2010-04-06","外商投资企业","工程和技术研究和试验发展","发动机及其配件、电气机械及器材的研发、制造、加工；自营和代理各类商品和技术的进出口业务（国家限定企业经营或禁止进出口商品及技术除外，不含分销及其他国家禁止限制类项目，涉及专项审批的凭有效许可证明经营）。","无锡新区鸿山街道鸿运路201号","在业","人民币"
"339e6da4ae503fc126b8","285","2010-11-16","外商投资企业","工程和技术研究和试验发展","计算机软件的研发；传感仪器、计算机、电子设备、通信设备及其零部件、图书杀菌机的设计和制造；计算机系统集成；提供技术服务、技术转让及技术咨询；从事上述产品的批发、佣金代理(拍卖除外)、进出口业务。(以上商品进出口不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请)；图书馆管理服务，社区文化活动服务。（以上不含国家限制及禁止项目，如需许可证的凭有效许可证明经营）（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新吴区菱湖大道228号天安智慧城2-605，2-606","在业","人民币"
"62bf760c73f4bde8bf6f","284","2015-11-03","企业法人","电子器件制造","电子产品的技术开发","无锡市新吴区菱湖大道200号E2-405",,"人民币"
"248057b4d8e0b01295b8","282000000","1994-12-16","外商投资企业","计算机、通信和其他电子设备制造业","设计、加工、生产、检测、销售电子元器件及电子专用设备；公司产品零部件的委托加工；计算机软件的设计、开发、维护；承接总公司及关联公司的翻译服务、经济贸易咨询服务；提供技术转让及技术服务；从事上述产品及其原材料和辅助材料的批发、佣金代理（拍卖除外）、进出口业务。（以上商品进出口不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请。）","无锡出口加工区B区行创一路6号","在业","人民币"
"024a2b157b35e4792458","28000","2014-2-18","公司","租赁业","融资租赁业务；租赁业务；向国内外购买租赁资产；租赁资产的残值处理及维修；租赁交易咨询；与融资租赁业务相关的商业保理业务（国家限制和禁止的除外，涉及许可项目的凭许可证经营）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新区震泽路18号无锡软件园水瓶座306室",,
"3f8a46c079aedf6ebbc1","28000","2014-03-13","公司","电力、热力生产和供应业","燃气发电、供热、供冷；分布式能源工程的设计、建设、技术服务","无锡市新区梅村新洲路210号","在业","人民币"
"e7db7e2b3dc5754d2cba","28000","2001-11-16","外商投资企业","计算机零部件制造","大容量硬盘驱动器配件开发生产与加工","无锡新区长江南路5-1号",,"人民币"
"43a40206eab4752c5af7","2800","2013-11-28","合伙企业","投资与资产管理","利用自有资产对外投资","无锡菱湖大道180-32-201","在业","人民币"
"867871067ac4c23db962","2800","1997-12-01","公司","通用设备制造业","电子产品及元器件、LED照明灯具的制造、加工、销售；数字电视产品制造；家用电器部件的制造、加工、组装；经营本企业自产产品及技术的出口业务；经营本企业生产、科研所需的原辅材料、仪器仪表、机械设备零配件及技术的进口业务；经营进料加工和""""三来一补"""" 业务。","无锡国家高新技术产业开发区74-C","在业","人民币"
"ab3a2ccc95953535b78e","2800","2002-09-05","公司","化学药品制剂制造","片剂、软胶囊剂、软膏剂（含激素类）、乳膏剂（含激素类）、栓剂、硬胶囊剂、凝胶剂、原料药（盐酸司维拉姆）的制造；保健食品生产；技术转让、技术服务及技术咨询；以下限分支机构经营：多烯酸乙酯原料药的制造；本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进口业务，但国家限定公司经营或禁止进出口的商品及技术除外。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新区新瑞路8号","在业","人民币"
"f76be50d647e362aa5cf","2800","1996-12-30","外商投资企业","制冷、空调设备制造","设计制造空调设备和工业冷冻设备；销售自产产品并提供安装、调试及售后服务，提供技术开发技术咨询技术服务。","无锡市新区长江路32号","在业","人民币"
"628ac868b228011ad330","2800","2002-11-14","公司","文教、工美、体育和娱乐用品制造业","木制品、文体用品的制造、加工；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品及技术除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新区鸿山街道太科园安置区","在业","人民币"
"fc8d39bd2dfac38c224f","2800","2004-06-28","外商投资企业","家用电力器具制造","洗衣机、干衣机及其零部件的研发、生产；销售自产产品及技术服务；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外，不含分销及其他国家禁止、限制类项目）。（涉及行政许可的凭有效许可证明经营）","无锡出口加工区第J3号地块5号6号","在业","人民币"
"240a58658e09bdabe480","280","2013-09-16","公司","新材料技术推广服务",,"无锡市新吴区泰山路2号国际科技合作园C楼B11座","在业","人民币"
"89054a22aa0fc67dc6a5","280","2011-05-12","公司","专用设备制造业","精密机械零部件的生产、加工及销售；自营和代理各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。","无锡新吴区南站工业集中区B区B-05号地块","在业","人民币"
"20c59cf7c0b6eb933549","2798","2006-07-14","外商投资企业","专用设备制造业","生产高速火车减震器、地铁减震器、轻轨车辆减震器、汽车减震器、汽车刹车片、水泵及其零部件、液体泵及其零部件、船用大小便器及其零部件、游艇零部件、铰链、车辆及飞机座椅调节零件、工业生产线用减震器、隔震器、阀门及其零部件；从事上述产品的批发、佣金代理（拍卖除外）、进出口业务（以上商品进出口不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按照国家有关规定办理），提供技术咨询与技术服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新区梅村锡达路570号","在业","人民币"
"fe777fb28f167247c35a","27500","2010-12-30","公司","工程和技术研究和试验发展","动物生物反应器技术及产品的研发和技术服务；食品、食品添加剂、保健食品、药品、化妆品的研发。（上述经营范围涉及行政许可的，经许可后方可经营；涉及专项审批的，经批准后方可经营）","无锡市新区鸿山街道工业安置区","在业","人民币"
"ee1bf16854db472455d6","2747.26","2005-01-21","公司","专用设备制造业","石油专用管材、板材、型材、金属材料涂塑加工及销售；石油器材防腐技术的开发和应用；在线检测维修的服务；自营和代理各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新区硕放工业集中区五期杨家湾二路","在业","人民币"
"27e28bc211984f4ffaae","2717.39","2014-06-09","公司","工程和技术研究和试验发展","计算机软硬件、传感器、电子产品、电子元器件、仪器仪表、通讯设备（不含卫星电视广播地面设备及发射装置）、微机械电子系统及微电子系统产品、设备的研发、生产、销售；电子产品系统集成；计算机系统集成；物联网技术研发及产品的销售；技术开发、技术转让、技术服务；自营和代理各类商品及技术的进出口业务（国家限定公司经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新区太湖国际科技园菱湖大道200号中国传感网国际创新园E幢E1-301室","在业","人民币"
"08814a6fd7bbb4fc4b23","27000","2013-04-19","公司","照明器具生产专用设备制造","数据处理、移动终端设备、电子元器件、集成电路、计算机软件的开发及系统集成：LED照明产品、光伏产品、光电产品、热发电的研发、从事上述产品及五金、塑料产品及原料（不含危险品）的批发、进出口（以上商品进出口不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请）；光电产品的生产（限分支机构）；照明及远程物联网工程安装、改造；技术开发、技术咨询、技术服务、技术转让（上述经营范围涉及行政许可的，经许可后方可经营；涉及专项审批的，经批准后方可经营）","无锡（太湖）国际科技园清源路20号地块立业楼C楼309、310室",,"人民币"
"8f50dc06f32e56748f08","2679","2004-05-19","企业法人","研究和试验发展","模具的技术开发、技术服务及维修服务；冷冲模具、塑料模具、塑料制品的加工、制造、销售；冲压件加工服务；新能源汽车零部件的生产、销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品及技术除外）。（上述经营范围涉及行政许可的，经许可后方可经营；涉及专项审批的，经批准后方可经营）。","无锡市锡兴北路5号","在业","人民币"
"1dc8e3b923631096c710","26517","2018-03-07","事业单位","国家机构","物联网领域","无锡市新区太湖国际科技园菱湖大道200号中国微纳传感网国际创新园C座",,"人民币"
"f117ce27b9391074c3a7","26243","2017-09-19","公司","日用化学产品制造","新型电子材料研发及制造","无锡市新区新洲路28号","在业","人民币"
"a05e42cd8c8758a983f8","2600","2005-12-09","外商投资企业","研究和试验发展","研发、设计、制造各类阀门、执行机构等相关流体控制机械产品，销售自产产品并提供维修服务。","无锡新区城南路B-3地块(旺庄工业配套区二期B区)","在业","人民币"
"0a7ce8d7bd867fb22ecc","260","2004-08-25","外商投资企业","集成电路制造","集成电路、分立器件的设计研发生产；混合集成电路、电力电子器件、新型电子器件的生产；电子模块、电子产品（不含发射装置）、仪器仪表的研发生产；销售自产产品并提供售后服务。","无锡市新区硕放工业集中区五期C10号地块","在业","人民币"
"095eaeb6d668aab67828","2583","1995-5-31","外商投资企业","医药制造业",,"无锡市新区鑫明路17号","在业","人民币"
"178d2fa077aed6422692","2580","2010-09-17","公司","研究和试验发展","汽车及零部件新技术的研发、汽车及零部件质量技术服务、技术咨询、技术转让、技术培训；机械配件和模具的设计、生产、销售，工量刃具、仪器仪表、五金交电、金属材料及制品的销售；自营和代理各类商品及技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新区鸿山街道鸿祥路32号","在业","人民币"
"240bc8e564db03a3bfef","2576","2007-05-10","公司","电子元件及组件制造","电子元器件的研发、制造、加工、组装、销售；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）；普通货运。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新区梅村镇工业集中区新都路10号","在业","人民币"
"2d824fa56734994be964","2561.808","2013-06-17","公司","模具制造","轻量化产品的技术开发、技术转让、技术咨询、技术服务；汽车零部件、航空器零件、通用机械及配件、电气机械、模具的制造、加工、销售及技术开发、技术转让、技术咨询、技术服务；自营和代理各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外）。（依法须经批准的项目， 经相关部门批准后方可开展经营活动）","无锡市新吴区鸿山街道机光电工业园鸿达路111号","在业","人民币"
"00e4a33716889b839efc","25600","2000-12-26","公司","锅炉及原动设备制造","电站锅炉、工业锅炉、锅炉辅机、水处理设备、压力容器的设计研发、技术咨询、技术服务、制造、销售；烟气脱硫脱硝成套设备的设计研发、技术咨询、技术服务、制造、销售、安装；金属材料、机械配件的销售；环保工程技术咨询、技术服务；机电设备安装工程专业承包（三级）；I级锅炉（参数不限）安装、改造、维修；房屋租赁；起重机械安装、维修（凭有效资质证书经营）；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市城南路3号","在业","人民币"
"5eafc2a49f8f8bfedf66","25000","2009-12-28","外商投资企业","工程和技术研究和试验发展","从事无锡（太湖）国际科技园TKY-GY-B03、04号地块的房产开发，经营本公司开发的房产（不含国家限制、禁止类项目，凭有效资质证书经营）.传感技术研发；自有房产的租赁；物业管理服务。","无锡新区菱湖大道228号天安智慧城1-1105","在业","人民币"
"750497f5afc6cc122961","2500","2010-08-02","公司","照明灯具制造","半导体光子晶体封装技术的研发；半导体光子晶体封装产品的生产（限分支机构）及销售；光导体发光二极管、集成电路软硬件编程及应用；背光模块光学引擎、半导体发光二极管数字显示屏及电视机的研发、生产（限分支机构）及销售；计算机软硬件的技术开发、技术服务；电子产品的研发、销售；节能产品的研发、生产（限分支机构）及销售；LED光源的设计、生产（限分支机构）及销售；自营和代理各类商品和技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（上述经营范围涉及行政许可的，经许可后方可经营；涉及专项审批的，经批准后方可经营）","无锡新区震泽路18号无锡国家软件园鲸鱼座B幢南三楼","在业","人民币"
"f7ee93d91e0938f46683","2500","2010-06-04","公司","工程和技术研究和试验发展","高分子材料的研发、生产、销售；物联网技术开发应用；电梯的销售、安装、维护、改造；消防设施工程安装、技术服务；建筑机电安装工程施工、技术服务；土木工程施工、技术服务；市政工程施工；电子与智能化工程设计、施工、技术服务；计算机软件的研发、销售、技术服务；信息技术产品的销售、技术服务；五金产品、交通器材、消防器材、电器产品、电梯配件的销售。（依法须经批准的项目、经相关部门批准后方可开展经营活动）","无锡市新区鸿山街道鸿运街94号","在业","人民币"
"b7f32bc3c65d66b7e20a","2500","2011-10-31","公司","工程和技术研究和试验发展","物联网技术的开发、软件服务、系统集成；物联网产品、通信设备、电子器件、传感器、照明器具、集成电器、无线模块产品、电子设备的生产和销售；自营和代理各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新区珠江路51号","在业","人民币"
"eae464a6484e13d2b0c2","2500","2004-12-14","外商投资企业","专用设备制造业","采用比例、伺服液压技术，从事油压成型机及其关键零部件泵、阀的生产。","无锡国家高新技术产业开发区B4-D号地块","在业","人民币"
"f998f036a16743917b40","2500","2012-11-13","公司","软件和信息技术服务业",,"无锡市新区金城东路333号2#","在业","人民币"
"cb9f937733b480461b3d","2500","2001-09-10","外商投资企业","食品制造业","研发生产速溶茶、表没食子儿茶素没食子酸酯、饲料添加剂茶多酚、蛋制品（其他类）、食品添加剂茶多酚、含茶多酚乳化香精、含茶多酚食用香精、含茶多酚复配抗氧化剂、茶氨酸、桑叶提取物、三七提取物。（以上不含国家禁、限制类项目，如需许可证，凭有效许可证明经营）（依法须经批准的项目，经相关部门批准后方可开展经营活动）","江苏省无锡市新区硕放工业园五期63号地块","在业","人民币"
"207805bf8d4c831dff5a","2500","2003-08-25","公司","医药制造业","橡胶膏剂、贴膏剂、医疗器械、消毒产品、电子产品的研发、生产、销售；技术转让；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品及技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡国家高新技术产业开发区121-A号地块","在业","人民币"
"b73ede32b4ab612c76e2","250","2015-11-26","公司","企业管理服务","企业孵化服务；企业管理服务；企业培育服务、企业管理咨询；利用自有资金对外投资；投资咨询（不含证券、期货类）；受托资产管理（不含国有资产）；物联网技术的研发；市场调查；会务服务；展览展示服务；市场营销策划；培训服务（不含发证、不含国家统一认可的职业证书类培训）；企业形象策划；物业管理（凭有效资质证书经营）；自有房屋租赁；咖啡、饮料制售；预包装食品的零售；餐饮管理服务；餐饮服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市菱湖大道200号中国传感网国际创新园F11楼","在业","人民币"
"9828443d95e20d6f4f9f","250","2015-11-26","外商投资企业","软件和信息技术服务业","基础软件开发、应用软件开发、技术开发、技术转让、技术咨询、技术服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新区菱湖大道200号传感网国际创新园B403-A","在业","美元"
"2ea5ed1205ddb91493f0","250","2009-06-29","公司","工程和技术研究和试验发展","远红外光波房、便携式桑拿箱、远红外足浴桶、电器配件的研发、生产、销售；自营各类商品和技术的进出口（国家限定或禁止企业进出口的商品和技术除外）。（上述经营范围涉及行政许可的，经许可后方可经营；涉及专项审批的，经批准后方可经营）","无锡市新区梅村新华路125号","在业","人民币"
"0814dc49b2a72c4153d1","250","2003-12-22","公司","电子元件制造","电子元件封装料的研究、开发；电阻元件封装料、ABS塑料封装料、电子元件及器件的制造、加工、销售。","无锡市新区硕放工业园五期振发8路","在业","人民币"
"968b70dddcb9bff61c49","250","2004-07-30","公司","专业技术服务业","创业园管理、科技企业孵化、国际科技合作项目、国内外研发机构、海外留学生项目、高新技术项目引进的咨询服务；物业管理；会展服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡开发区44-A地块","在业","人民币"
"a15ebb885c571a8ebc0f","250","2004-11-16","外商投资企业","仪器仪表制造业","开发生产新型电子元器件、激光打印机；销售自产产品并提供今后服务。","无锡国家高新技术产业开发区新梅路117号地块无锡宝德工业园7号厂房","在业","美元"
"55e867935c83644e61e0","25","2014-06-10","公司","专业技术服务业","信息技术服务；软件开发、销售；技术咨询；翻译服务；企业管理咨询；物联网技术开发、技术服务、技术转让。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡市新区太湖国际科技园菱湖大道200号中国传感网国际创新园B333","在业","人民币"
"abc2ea33cdf21476fb2a","25","2011-11-29","公司","工程和技术研究和试验发展","物联网相关产品和技术的研发；计算机软件的开发、销售；以服务外包方式从事计算机软件开发；电子产品及设备的开发、销售、技术咨询、技术服务、技术培训、技术转让；自营和代理各类商品及技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外）。＊＊（上述经营范围中涉及行政许可的，经许可后方可经营；涉及专项审批的，经批准后方可经营）＊＊","无锡市新区太科园大学科技园清源路立业楼A区503号","在业","人民币"
"edcc7e237e87a3dc203f","2490","1996-06-24","外商投资企业","医疗仪器设备及器械制造","研究开发生产中、高档超声医疗诊断产品、X射线计算机体层摄影装置产品、磁共振成象装置产品、监护仪产品、呼吸麻醉机产品、心电诊断仪器产品、软件产品；销售自产产品并提供维修翻新服务、技术服务和咨询服务；销售通用电气公司在中国投资企业生产的医疗产品，并为其承接售后服务，提供维修技术服务和咨询培训（不含发证）服务。（涉及许可的，凭许可证经营）","无锡国家高新技术产业开发区长江路19号","在业","美元"
"0dca23148114a9151f5a","2478.2288","2010-05-13","公司","软件和信息技术服务业","计算机网络工程、计算机软件、电子产品的研发、销售；计算机系统集成服务；设计、制作、代理和发布国内广告业务；自营和代理各类商品和技术的进出口（但国家限定公司经营或禁止进出口的商品和技术除外）。增值电信业务（凭许可证经营）；经营性互联网文化活动。（依法须经批准的项目，经有关部门批准后方可开展经营活动）","无锡市新吴区长江南路35号空港产业园科技商务中心B1栋三楼","在业","人民币"
"a55da5a00bdc49f9a0b7","24700","2017-09-18","外商投资企业","汽车零部件及配件制造",,"无锡高新技术开发区新洲路209号","在业","人民币"
"aed1e1b9bbbbc26cfd4c","24100","1995-02-15","外商投资企业","通用设备制造业","柴油燃油喷射系统、尾气后处理系统、燃气/双燃料系统及其组件的开发、制造、应用和销售以及其它相关服务；汽油系统高压泵体的制造；以批发的方式在国内销售、进口及出口非自产的柴油燃油喷射系统、尾气后处理系统、燃气/双燃料系统及其组件；柴油燃油喷射系统、尾气后处理系统、燃气/双燃料系统及其组件的再制造业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新区新华路17号","在业","人民币"
"89cbad43407b284cc191","24100","1995-02-15","外商投资企业","通用设备制造业","柴油燃油喷射系统、尾气后处理系统、燃气/双燃料系统及其组件的开发、制造、应用和销售以及其它相关服务；汽油系统高压泵体的制造；以批发的方式在国内销售、进口及出口非自产的柴油燃油喷射系统、尾气后处理系统、燃气/双燃料系统及其组件；柴油燃油喷射系统、尾气后处理系统、燃气/双燃料系统及其组件的再制造业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新区新华路17号","在业","人民币"
"cb8489cdd201e0c5cf9f","24100","1995-02-15","外商投资企业","通用设备制造业","柴油燃油喷射系统、尾气后处理系统、燃气/双燃料系统及其组件的开发、制造、应用和销售以及其它相关服务；汽油系统高压泵体的制造；以批发的方式在国内销售、进口及出口非自产的柴油燃油喷射系统、尾气后处理系统、燃气/双燃料系统及其组件；柴油燃油喷射系统、尾气后处理系统、燃气/双燃料系统及其组件的再制造业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新区新华路17号","在业","人民币"
"afeeb458326d394d0a53","240591225","2017-09-18","外商投资企业","其他日用化学产品制造","研发、生产生化试剂产品","无锡新区锡梅路99号","在业","人民币"
"1539e099c7b6a0e0c033","2400","2010-08-03","公司","工程和技术研究和试验发展","电子产品、计算机软硬件的技术开发、技术咨询、技术转让、技术服务、制造、销售及安装；系统集成；通讯及广播电视设备（不含卫星电视广播地面接收设施及发射装置）、五金交电、通用机械及配件、金属材料、针纺织品的销售；百货的零售；利用自有资产对外投资。（上述经营范围凡涉及专项审批的经批准后方可经营）","无锡市新区震泽路18号无锡国家软件园鲸鱼座C幢11楼","在业","人民币"
"7ab0ba1e385c153c47c2","2400","2008-05-21","公司","专用设备制造业","风力发电配件、医用器材零部件、纺织机械配件、普通机械配件、各种钣金件、五金配件、塑料零部件的制造加工、组装；各类商品和技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）；金属材料、模具的销售。","无锡市新区梅村镇南新二路以东1号3号车间","在业","人民币"
"678c228c23541b8e4f8d","2400","2010-04-21","公司","工程和技术研究和试验发展","传感器、无线通讯设备、电子产品、电子元器件、计算机辅助设备的研发、销售；安全自动化监控设备的设计、制造、销售；车联网智能车载终端的研发、制造、销售；智能交通解决方案的研发；计算机软硬件的技术开发、技术转让、技术咨询、销售；系统集成。（依法须经批准的项目，经相关部门批准后方可开展经营活动）","无锡新区太湖国际科技园菱湖大道200号中国传感网国际创新园E幢10楼","在业","人民币"
